四川联通,#genre#
CCTV15,http://liuwenxiaokevin.top:14044/rtp/233.18.204.81:5140
CCTV15,http://www.negative.top:50000/rtp/233.50.200.133:5140
CCTV15,http://nas.lyfkai.cn:19999/rtp/239.69.1.155:10566
CCTV15,http://www.wjyu.top:4022/rtp/233.18.204.81:5140
CCTV15,http://ds3622.guangyuan.site:8188/rtp/239.77.1.239:5146
CCTV15,http://lbyjlt.vv5678.cn:8880/rtp/239.77.1.239:5146
CCTV15,http://marcvision.xyz:8000/rtp/238.1.78.222:7648
CCTV15,http://www.syy3.top:3861/rtp/239.77.1.239:5146
CCTV15,http://alist.guangyuan.site:8188/rtp/239.77.1.239:5146
CCTV15,http://www.marcvision.xyz:8000/rtp/238.1.78.222:7648
CCTV15,http://www.huijie5421.cn:8800/rtp/239.49.0.128:8000
CCTV15,http://esxi.juzhijian.com:8822/rtp/239.16.20.15:10150
CCTV15,http://0000505.xyz:8888/rtp/239.76.252.252:9000
CCTV15,http://sdray.gicp.net:8822/rtp/239.16.20.15:10150
CCTV15,http://www.yyf1991.top:9999/rtp/233.18.204.81:5140
CCTV15,http://server.juzhijian.com:8822/rtp/239.16.20.15:10150
CCTV15,http://a.xiongnas.top:8888/rtp/239.3.1.153:8136
CCTV15,http://nas.iszbd.com:4022/rtp/225.0.4.220:7980
CCTV15,http://www.rongrong.me:14022/rtp/233.18.204.81:5140
CCTV15,http://wmh.wmh.ink:6633/rtp/239.77.1.239:5146
CCTV15,http://x1x.bid:5146/rtp/239.3.1.153:8136
CCTV15,http://iptv.xxika.net:8188/rtp/239.77.1.239:5146
CCTV15,http://39.165.39.49:85/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://222.223.41.27:8888/hls/15/index.m3u8
CCTV15,http://183.129.255.66:8480/hls/16/index.m3u8
CCTV15,http://27.129.145.110:4433/hls/15/index.m3u8
CCTV15,http://111.228.4.117:6789/migu720p.php?id=673168223
CCTV15,http://118.193.115.2:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15,http://fuxin.yunjifei.top:999/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15,http://182.37.41.46:8154/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15,http://120.40.39.246:352/newlive/live/hls/16/live.m3u8
CCTV15,http://113.90.154.189:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://61.178.227.57:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://104.152.209.49:8181/720p/cctv15.m3u8
CCTV15,http://112.27.235.94:8000/hls/16/index.m3u8
CCTV15,http://120.211.62.180:8000/hls/15/index.m3u8
CCTV15,http://111.76.19.115:1234/673168223
CCTV15,http://139.214.181.174:9901/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://219.147.245.238:25480/newlive/live/hls/16/live.m3u8
CCTV15,https://xykt-fix.github.io/play/a02e/index.m3u8
CCTV15,http://1.24.39.180:9003/hls/15/index.m3u8
CCTV15,http://123.130.84.106:8154/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://drive.mxmy.net:8888/udp/239.3.1.153:8136
CCTV15,https://piccpndali.v.myalicdn.com/audio/cctv15_2.m3u8
CCTV15,https://stream1.freetv.fun/cb0830411664d3a45e05be072d306112a721a039769417366bdd74bf4ca41329.m3u8
CCTV15,https://stream1.freetv.fun/3cd5992c0bc678290fbfb3ea5c9e3ae07fde910fecbb9119dec4ef12ecd4a717.m3u8
CCTV15,https://stream1.freetv.fun/9350a599d0593a4eb692e9a5c26a4b0777dc9758db460b4e02a9ffa970765999.m3u8
CCTV16,http://207.56.13.146:81/cdnlive/cctv16.m3u8
CCTV16,http://198.204.228.26/live/cctv16hd.m3u8
CCTV16,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001258/index.m3u8?streamid=a78e16d1a56172e5525dedde279787a3&streamkey=070kmnWlSO6tVxvh6JyoORGIRdEtU2N6uMhBr52XFXMlpDP5cJR3WbAE4XDUyMtM85fygRhPAwq9wyn0AD7vg5QKiMGxk82vdtaBG0RYT7p2mBDXWyty&token=1775753992-d3736074ec706d13-0-d4be0b2d62639f66eea98eb8ecb876a6
CCTV16,http://204.12.221.218:8181/3m1080p/cctv16.m3u8
CCTV16,http://bztv.tvbus.cc:8081/cdnlive/cctv16.m3u8
CCTV16,http://107.150.60.122/live/cctv16hd.m3u8
CCTV16,http://116.77.33.98:44330/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV16,http://38.75.136.137:98/gslb/dsdqpub/cctv16hd.m3u8?auth=testpub
CCTV16,http://173.208.212.130:8181/1080p/cctv16.m3u8
CCTV16,http://112.27.5.218:9901/tsfile/live/faacts/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://1.24.39.180:9003/hls/60/index.m3u8
CCTV16,http://vpn.famcloud.top:9878/rtp/239.3.1.184:8001
CCTV16,http://home.amucn.net:8800/rtp/239.49.8.31:8000
CCTV16,http://emby.xlangnan.cn:10316/rtp/239.254.200.61:6344
CCTV16,http://hiliu.myds.me:18088/rtp/239.69.1.247:11124
CCTV16,http://b.xiongnas.top:8888/rtp/239.3.1.184:8001
CCTV16,http://www.sclvip.top:5566/rtp/239.49.8.31:8000
CCTV16,http://www.sjwyp.com:4022/rtp/239.254.200.61:6344
CCTV16,http://joyznm.i234.me:20000/rtp/239.3.1.184:8001
CCTV16,http://z.d4p.cn:8000/rtp/239.49.8.31:8000
CCTV16,http://liuwenxiaokevin.top:14044/rtp/233.18.204.82:5140
CCTV16,http://liuwenxiaokevin.top:14044/rtp/233.18.204.114:5140
CCTV16,http://liuwenxiaokevin.top:14044/rtp/233.18.204.215:5140
CCTV16,http://www.negative.top:50000/rtp/233.50.201.192:5140
CCTV16,http://nas.lyfkai.cn:19999/rtp/239.69.1.247:11124
CCTV16,http://www.wjyu.top:4022/rtp/233.18.204.82:5140
CCTV16,http://www.wjyu.top:4022/rtp/233.18.204.215:5140
CCTV16,http://ds3622.guangyuan.site:8188/rtp/239.77.0.165:5146
CCTV16,http://lbyjlt.vv5678.cn:8880/rtp/239.77.0.165:5146
CCTV16,http://www.syy3.top:3861/rtp/239.77.0.165:5146
CCTV16,http://alist.guangyuan.site:8188/rtp/239.77.0.165:5146
CCTV16,http://www.huijie5421.cn:8800/rtp/239.49.8.31:8000
CCTV16,http://0000505.xyz:8888/rtp/239.76.253.98:9000
CCTV16,http://0000505.xyz:8888/rtp/239.76.246.98:1234
CCTV16,http://0000505.xyz:8888/rtp/239.76.254.200:9000
CCTV16,http://0000505.xyz:8888/rtp/239.76.253.230:9000
CCTV16,http://www.yyf1991.top:9999/rtp/233.18.204.82:5140
CCTV16,http://www.yyf1991.top:9999/rtp/233.18.204.114:5140
CCTV16,http://www.yyf1991.top:9999/rtp/233.18.204.215:5140
CCTV16,http://a.xiongnas.top:8888/rtp/239.3.1.184:8001
CCTV16,http://183.129.255.66:8480/hls/17/index.m3u8
CCTV16,http://27.129.145.110:4433/hls/16/index.m3u8
CCTV16,http://104.152.209.49:8181/720p/cctv16.m3u8
CCTV16,http://118.122.144.115:8888/newlive/live/hls/17/live.m3u8
CCTV16,https://epg.pw/stream/c1beb2abcba5aef09c2f58efc3ca84b76de2c7b9cf60762b0d79772d9e70d454.m3u8
CCTV16,http://113.57.140.161:10081/newlive/live/hls/17/live.m3u8
CCTV16,http://111.8.242.104:8088/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://219.147.245.238:25480/newlive/live/hls/17/live.m3u8
CCTV16,http://58.56.162.102:4466/newlive/live/hls/17/live.m3u8
CCTV16,http://drive.mxmy.net:8888/udp/239.3.1.184:8001
CCTV16,http://home.yulei.online:9999/rtp/226.0.2.169:9264
CCTV16,https://stream1.freetv.fun/cdd93308f8ffbb06fab05e75d7c91d7ec6d9c68d865738572b52b3e8c959cf14.m3u8
CCTV16,https://stream1.freetv.fun/f5e0459fd9f11d93ac18af88196997db1c71aeb6d27ce1bd24faccb628652629.m3u8
CCTV16,https://stream1.freetv.fun/3fa27f5bf8136b49f28d477a805f1219c588cf21ffbada685497c73431d20c6e.m3u8
CCTV17,https://live.264788.xyz/channel/cctv17?streamid=f9c36f1e95b5b35eac89cc89583e7c0a&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV17,https://live.264788.xyz/channel/cctv17?streamid=348c8c0c04a6d2b900e5a3bcb4af8ce1&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV17,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv17hd
CCTV17,http://bztv.tvbus.cc:8081/cdnlive/cctv17.m3u8
CCTV17,http://107.150.60.122/live/cctv17hd.m3u8
CCTV17,http://38.75.136.137:98/gslb/dsdqpub/cctv17hd.m3u8?auth=testpub
CCTV17,http://222.134.19.49:8090/673168256
CCTV17,https://live.chinacert.cftest5.cn/cnmg/live/673168256
CCTV17,http://173.208.212.130:8181/1080p/cctv17.m3u8
CCTV17,http://113.120.243.10:7788/673168256
CCTV17,http://42.94.210.22:7788/673168256
CCTV17,http://116.52.173.67:1234/673168256
CCTV17,http://111.76.19.197:1234/673168256
CCTV17,http://60.168.105.165:5008/673168256
CCTV17,http://192.151.150.154/live/cctv17hd.m3u8
CCTV17,http://1.24.39.180:9003/hls/61/index.m3u8
CCTV17,http://221.7.175.154:8445/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://123.130.84.106:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://198.204.228.26/live/cctv17hd.m3u8
CCTV17,http://vpn.famcloud.top:9878/rtp/239.3.1.151:8144
CCTV17,http://home.amucn.net:8800/rtp/239.49.8.52:9810
CCTV17,http://emby.xlangnan.cn:10316/rtp/239.254.201.120:8144
CCTV17,http://hiliu.myds.me:18088/rtp/239.69.1.152:10548
CCTV17,http://b.xiongnas.top:8888/rtp/239.3.1.151:8144
CCTV17,http://www.sclvip.top:5566/rtp/239.49.8.52:9810
CCTV17,http://www.sjwyp.com:4022/rtp/239.254.201.120:8144
CCTV17,http://joyznm.i234.me:20000/rtp/239.3.1.151:8144
CCTV17,http://z.d4p.cn:8000/rtp/239.49.8.52:9810
CCTV17,http://liuwenxiaokevin.top:14044/rtp/233.18.204.83:5140
CCTV17,http://nas.lyfkai.cn:19999/rtp/239.69.1.152:10548
CCTV17,http://www.wjyu.top:4022/rtp/233.18.204.83:5140
CCTV17,http://ds3622.guangyuan.site:8188/rtp/239.77.0.198:5146
CCTV17,http://lbyjlt.vv5678.cn:8880/rtp/239.77.0.198:5146
CCTV17,http://marcvision.xyz:8000/rtp/238.1.78.178:7296
CCTV17,http://www.syy3.top:3861/rtp/239.77.0.198:5146
CCTV17,http://alist.guangyuan.site:8188/rtp/239.77.0.198:5146
CCTV17,http://www.marcvision.xyz:8000/rtp/238.1.78.178:7296
CCTV17,http://www.huijie5421.cn:8800/rtp/239.49.8.52:9810
CCTV17,http://esxi.juzhijian.com:8822/rtp/239.16.20.7:10070
CCTV17,http://0000505.xyz:8888/rtp/239.76.252.238:9000
CCTV17,http://0000505.xyz:8888/rtp/239.76.245.238:1234
CCTV17,http://sdray.gicp.net:8822/rtp/239.16.20.7:10070
CCTV17,http://www.yyf1991.top:9999/rtp/233.18.204.83:5140
CCTV17,http://server.juzhijian.com:8822/rtp/239.16.20.7:10070
CCTV17,http://a.xiongnas.top:8888/rtp/239.3.1.151:8144
CCTV17,http://nas.iszbd.com:4022/rtp/225.0.4.179:7980
CCTV17,http://www.rongrong.me:14022/rtp/233.18.204.83:5140
CCTV17,http://wmh.wmh.ink:6633/rtp/239.77.0.198:5146
CCTV17,http://x1x.bid:5146/rtp/239.3.1.151:8144
CCTV17,http://39.165.39.49:85/tsfile/live/1088_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://183.129.255.66:8480/hls/18/index.m3u8
CCTV17,http://111.228.4.117:6789/migu720p.php?id=673168256
CCTV17,http://182.37.41.46:8154/tsfile/live/0019_1.m3u8?key=txiptv
CCTV17,http://113.90.154.189:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://204.12.221.218:8181/3m1080p/cctv17.m3u8
CCTV17,http://104.152.209.49:8181/720p/cctv17.m3u8
CCTV17,http://111.76.19.115:1234/673168256
CCTV17,http://111.8.242.104:8088/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://218.104.239.114:9901/tsfile/live/0019_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://113.9.121.123:9003/hls/887793/index.m3u8
CCTV17,http://171.38.148.188:9003/hls/17/index.m3u8
CCTV17,http://drive.mxmy.net:8888/udp/239.3.1.151:8144
CCTV17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://drive.mxmy.net:8888/udp/239.3.1.188:8001
CCTV17,https://piccpndali.v.myalicdn.com/audio/cctv17_2.m3u8
CCTV风云剧场,http://bztv.tvbus.cc:8081/cdnlive/fyjc.m3u8
CCTV风云剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyjc
CCTV风云剧场,http://104.152.209.49:8181/720p/fyjc.m3u8
CCTV风云剧场,http://dassby.qqff.top:99/live/风云剧场/index.m3u8
CCTV兵器科技,http://bztv.tvbus.cc:8081/cdnlive/gfjs.m3u8
CCTV兵器科技,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gfjs
CCTV兵器科技,http://38.75.136.137:98/gslb/dsdqpub/bqkj.m3u8?auth=testpub
CCTV第一剧场,http://bztv.tvbus.cc:8081/cdnlive/dyjc.m3u8
CCTV第一剧场,http://107.150.60.122/live/dyjc.m3u8
CCTV第一剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dyjc
CCTV第一剧场,http://104.152.209.49:8181/720p/dyjc.m3u8
CCTV第一剧场,http://dassby.qqff.top:99/live/第一剧场/index.m3u8
CCTV第一剧场,https://live.264788.xyz/channel/diyijuchang?streamid=e9b0fb1ca135a4aeae12944494883794&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV第一剧场,https://live.264788.xyz/channel/diyijuchang?streamid=d81e188b59ece96b7e8f1ce34aea3ef8&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV央视台球,http://bztv.tvbus.cc:8081/cdnlive/ystq.m3u8
CCTV央视台球,http://107.150.60.122/live/ystq.m3u8
CCTV央视台球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ystq
CCTV央视台球,http://dassby.qqff.top:99/live/央视台球/index.m3u8
CCTV央视台球,https://epg.pw/stream/ca9c1cd4b97fb824cedd7fedfd0c7a950afdd7f00751cfbb7c2d89831d7746a5.m3u8
CCTV央视台球,https://epg.pw/stream/25677ac2e8c1f7c3dd6359c43eb5f0f54efb3f5c11f9dda18d01b3e0308ed017.m3u8
CCTV央视台球,http://183.11.239.36:808/hls/73/index.m3u8
CCTV风云足球,http://bztv.tvbus.cc:8081/cdnlive/fyzq.m3u8
CCTV风云足球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyzq
CCTV风云足球,http://104.152.209.49:8181/720p/fyzq.m3u8
CCTV风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
CCTV风云足球,https://epg.pw/stream/6d7bf281e3d739806a73f5373acaa6e01988ec9739f5ac1355ce54b47a928472.m3u8
CCTV风云足球,http://202.102.201.244:40022/rtp/238.1.79.57:4592
CCTV风云足球,http://183.11.239.36:808/hls/11/index.m3u8
CCTV高尔夫网球,http://bztv.tvbus.cc:8081/cdnlive/gefwq.m3u8
CCTV高尔夫网球,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=gefwq
CCTV高尔夫网球,http://104.152.209.49:8181/720p/gefwq.m3u8
CCTV世界地理,http://bztv.tvbus.cc:8081/cdnlive/sjdl.m3u8
CCTV世界地理,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sjdl
CCTV世界地理,https://shcm-stream-cf1.stream.264788.xyz/cms001/ch00000090990000001620/index.m3u8?streamid=8a034b40397504e25b3775c772237996&streamkey=01vY5fRxC8VyKg4oq30vfikHXTCAKySLP29l6OG91kQlzDttHgzNLkUw5kivm3PfNsVHJv5FgdsPBYFYI2IWpt7tfRCuFHqLT2pvX67ubMds8jl2DHtvOh0&token=1775754349-4f33f4f84a4abeba-0-91687dc8c9325092efa1d00f330d2710
CCTV世界地理,http://dassby.qqff.top:99/live/世界地理/index.m3u8
CCTV风云音乐,http://bztv.tvbus.cc:8081/cdnlive/fyyy.m3u8
CCTV风云音乐,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fyyy
CCTV风云音乐,http://dassby.qqff.top:99/live/风云音乐/index.m3u8
CCTV女性时尚,http://bztv.tvbus.cc:8081/cdnlive/nxss.m3u8
CCTV女性时尚,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=nxss
CCTV女性时尚,http://dassby.qqff.top:99/live/女性时尚/index.m3u8
CCTV怀旧剧场,http://bztv.tvbus.cc:8081/cdnlive/hjjc.m3u8
CCTV怀旧剧场,http://107.150.60.122/live/hjjc.m3u8
CCTV怀旧剧场,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=hjjc
CCTV怀旧剧场,http://104.152.209.49:8181/720p/hjjc.m3u8
CCTV怀旧剧场,http://dassby.qqff.top:99/live/怀旧剧场/index.m3u8
CCTV怀旧剧场,https://live.264788.xyz/channel/huaijiujuchang?streamid=7e5d1abdddde08f588234f3f640f75ff&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV文化精品,http://bztv.tvbus.cc:8081/cdnlive/ysjp.m3u8
CCTV文化精品,http://107.150.60.122/live/ysjp.m3u8
CCTV文化精品,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ysjp
CCTV文化精品,http://104.152.209.49:8181/720p/ysjp.m3u8
CCTV文化精品,https://live.264788.xyz/channel/yangshiwenhuajingpin?streamid=bc185d1ef1e528922e83efd845006277&livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk
CCTV卫生健康,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=wsjk
CCTV发现之旅,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=fxzl
CCTV发现之旅,http://38.75.136.137:98/gslb/dsdqpub/fxzl.m3u8?auth=testpub
CCTV电视指南,http://bztv.tvbus.cc:8081/cdnlive/dszn.m3u8
CCTV电视指南,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dszn
CCTV电视指南,http://107.150.60.122/live/dszn.m3u8
CCTV4K,http://107.150.60.122/live/cctv4k.m3u8
CCTV4K,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4k_mbd.m3u8?auth_key=1786878000-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-a3df437ca003cc2ea1095d6d59703814&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV4K,http://104.152.209.49:8181/720p/cctv4k.m3u8
CCTV8K,http://107.150.52.50:82/live/cctv8k.m3u8
CCTV8K,http://107.150.60.122/live/cctv8k.m3u8
CCTV8K,http://104.152.209.49:8181/720p/cctv8k.m3u8
CCTV8K,http://198.204.240.250:82/live/cctv8k.m3u8
CCTV老故事,http://204.12.221.218:8181/3m1080p/lgs.m3u8
CCTV老故事,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=lgs
CCTV老故事,http://38.75.136.137:98/gslb/dsdqpub/lgs.m3u8?auth=testpub
CCTV-OPERA ,http://ysift55.xyz/52TLK6U/TNLMRY9/269824
CCTV-ENTERTAINMENT ,http://ysift55.xyz/52TLK6U/TNLMRY9/269825
CCTV-卫生健康,http://bztv.tvbus.cc:8081/cdnlive/wsjk.m3u8
CCTV-卫生健康,http://107.150.60.122/live/wsjk.m3u8
CCTV+,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8
CCTV+,https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV-卫生健康,http://104.152.209.49:8181/720p/wsjk.m3u8
CCTV-央视高网,http://dassby.qqff.top:99/live/高尔夫网球/index.m3u8
CCTV9576,https://xykt-fix.github.io/Y77.m3u8
CCTV10576,https://cdn4.skygo.mn/live/disk1/CCTV-10/HLSv3-FTA/CCTV-10.m3u8
CCTV★移动传媒,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
CCTV-NEWS,http://183.11.239.36:808/hls/34/index.m3u8

📺💓专享卫视,#genre#
东方卫视,http://38.75.136.137:98/gslb/dsdqbv/dfwshd.m3u8?auth=test20251009
湖南卫视,http://38.75.136.137:98/gslb/dsdqpub/hnwshd.m3u8?auth=testpub
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
北京卫视,http://38.75.136.137:98/gslb/dsdqpub/bjwshd.m3u8?auth=testpub
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
广东卫视,http://38.75.136.137:98/gslb/dsdqpub/gdwshd.m3u8?auth=testpub
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
黑龙江卫视,http://38.75.136.137:98/gslb/dsdqpub/hljwshd.m3u8?auth=testpub
吉林卫视,http://38.75.136.137:98/gslb/dsdqpub/jlwshd.m3u8?auth=testpub
辽宁卫视,http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
湖北卫视,http://38.75.136.137:98/gslb/dsdqpub/hbwshd.m3u8?auth=testpub
江西卫视,http://38.75.136.137:98/gslb/dsdqpub/jxwshd.m3u8?auth=testpub
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
贵州卫视,http://38.75.136.137:98/gslb/dsdqpub/gzwshd.m3u8?auth=testpub
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
广西卫视,http://38.75.136.137:98/gslb/dsdqpub/gxwshd.m3u8?auth=testpub
东南卫视,http://38.75.136.137:98/gslb/dsdqpub/dnwshd.m3u8?auth=testpub
河南卫视,http://38.75.136.137:98/gslb/dsdqpub/hawshd.m3u8?auth=testpub
湖南卫视,http://74.91.26.218:82/live/hnwshd.m3u8
湖南卫视,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-2500/01.m3u8?&HlsSubType=&encrypt=
湖南卫视,https://hlsbkmgsplive.miguvideo.com/wd-hunanhd-1200/01.m3u8?&HlsSubType=&encrypt=
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8
江苏卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/jswshd265/55/20200407/01.m3u8?&HlsSubType=&encrypt=
山东卫视,https://hlsbkmgsplive.miguvideo.com/wd_r4/yg/shandongwshd/3000/01.m3u8?&HlsSubType=&encrypt=
山东卫视,https://hlsbkmgsplive.miguvideo.com/wd-shandonghd-1200/01.m3u8?&HlsSubType=&encrypt=
辽宁卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/lnwshd265/54/20200407/01.m3u8?&HlsSubType=&encrypt=
东南卫视,https://hlsbkmgsplive.miguvideo.com/migu/kailu/dongnanws/51/20230724/01.m3u8?&HlsSubType=&encrypt=
广西卫视,http://pull-hls-f11.douyincdn.com/media/stream-695314078702240428.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1771760950&major_anchor_level=common&sign=d9c21ca1151fa649e68dc18c13ac2e23&t_id=037-2026021519491078C5C8D15B8DDFD19426-OM31JH
河南卫视,http://yjj888.f3322.net:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0
浙江卫视,http://yjj888.f3322.net:9901/tsfile/live/0124_2.m3u8?key=txiptv&playlive=0&authid=0
东方卫视,http://yjj888.f3322.net:9901/tsfile/live/0107_2.m3u8?key=txiptv&playlive=0&authid=0
江苏卫视,http://yjj888.f3322.net:9901/tsfile/live/0127_2.m3u8?key=txiptv&playlive=0&authid=0
北京卫视,http://yjj888.f3322.net:9901/tsfile/live/0122_2.m3u8?key=txiptv&playlive=0&authid=0
广东卫视,http://yjj888.f3322.net:9901/tsfile/live/0125_2.m3u8?key=txiptv&playlive=0&authid=0
黑龙江卫视,http://yjj888.f3322.net:9901/tsfile/live/0143_2.m3u8?key=txiptv&playlive=0&authid=0
山东卫视,http://yjj888.f3322.net:9901/tsfile/live/0131_2.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://yjj888.f3322.net:9901/tsfile/live/0130_2.m3u8?key=txiptv&playlive=0&authid=0
辽宁卫视,http://yjj888.f3322.net:9901/tsfile/live/0121_2.m3u8?key=txiptv&playlive=0&authid=0
陕西卫视,http://yjj888.f3322.net:9901/tsfile/live/0136_2.m3u8?key=txiptv&playlive=0&authid=0
贵州卫视,http://yjj888.f3322.net:9901/tsfile/live/0120_2.m3u8?key=txiptv&playlive=0&authid=0
河北卫视,http://yjj888.f3322.net:9901/tsfile/live/0117_2.m3u8?key=txiptv&playlive=0&authid=0
江西卫视,http://yjj888.f3322.net:9901/tsfile/live/0138_2.m3u8?key=txiptv&playlive=0&authid=0
湖南卫视,http://yjj888.f3322.net:9901/tsfile/live/0128_2.m3u8?key=txiptv&playlive=0&authid=0
深圳卫视,http://yjj888.f3322.net:9901/tsfile/live/0126_2.m3u8?key=txiptv&playlive=0&authid=0
四川卫视,http://yjj888.f3322.net:9901/tsfile/live/0123_2.m3u8?key=txiptv&playlive=0&authid=0
湖北卫视,http://yjj888.f3322.net:9901/tsfile/live/0132_2.m3u8?key=txiptv&playlive=0&authid=0
天津卫视,http://yjj888.f3322.net:9901/tsfile/live/0135_2.m3u8?key=txiptv&playlive=0&authid=0
云南卫视,http://yjj888.f3322.net:9901/tsfile/live/0119_2.m3u8?key=txiptv&playlive=0&authid=0
重庆卫视,http://yjj888.f3322.net:9901/tsfile/live/0142_2.m3u8?key=txiptv&playlive=0&authid=0
吉林卫视,http://yjj888.f3322.net:9901/tsfile/live/0116_2.m3u8?key=txiptv&playlive=0&authid=0
宁夏卫视,http://yjj888.f3322.net:9901/tsfile/live/0112_2.m3u8?key=txiptv&playlive=0&authid=0
东南卫视,http://yjj888.f3322.net:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
内蒙古卫视,http://yjj888.f3322.net:9901/tsfile/live/0109_2.m3u8?key=txiptv&playlive=0&authid=0
广西卫视,http://yjj888.f3322.net:9901/tsfile/live/0113_2.m3u8?key=txiptv&playlive=0&authid=0
山西卫视,http://yjj888.f3322.net:9901/tsfile/live/0118_2.m3u8?key=txiptv&playlive=0&authid=0
海南卫视,http://yjj888.f3322.net:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=0&authid=0
甘肃卫视,http://yjj888.f3322.net:9901/tsfile/live/0141_2.m3u8?key=txiptv&playlive=0&authid=0
青海卫视,http://yjj888.f3322.net:9901/tsfile/live/0140_2.m3u8?key=txiptv&playlive=0&authid=0
